ServiceID,CustomerID,CarModel,ServiceRating,ServiceCost,ComplaintType,ServiceDate
3038,3455,Swift,5,3902,Late Delivery,2024-05-12
3039,2428,Harrier,5,13350,AC Problem,2023-06-05
3040,2153,Swift,4,10596,Scratches,2022-04-23
3041,4590,Swift,2,14532,Late Delivery,2022-05-02
3042,4767,Ertiga,2,9916,Late Delivery,2023-01-21
3043,4914,i20,2,7720,AC Problem,2024-02-23
3044,1843,Harrier,4,2858,Scratches,2024-07-07
3045,1034,Baleno,1,12189,Engine Noise,2023-01-17
3046,3046,XUV700,2,2208,Scratches,2022-06-05
3047,2767,Harrier,5,4190,No Issue,2023-01-16
3048,3201,Alto,3,10109,Late Delivery,2023-01-24
3049,4473,XUV700,3,9794,AC Problem,2024-02-26
3050,4135,Baleno,4,3822,Scratches,2022-08-16
3051,2782,i20,3,9741,High Service Cost,2023-08-11
3052,3937,Seltos,4,2545,Scratches,2023-12-15
3053,3615,Harrier,3,10995,Scratches,2023-09-23
3054,1228,i20,1,3127,No Issue,2024-02-03
3055,1975,i20,1,8476,AC Problem,2023-09-26
3056,2846,Alto,1,6092,Late Delivery,2022-06-23
3057,4979,Alto,1,2246,No Issue,2023-01-22
3058,4048,Baleno,2,12769,No Issue,2023-11-11
3059,2276,Harrier,5,10656,High Service Cost,2022-12-09
3060,2511,Harrier,1,8444,No Issue,2024-01-10
3061,1804,XUV700,2,2619,AC Problem,2022-11-29
3062,1563,Seltos,4,3958,No Issue,2023-12-07
3063,3962,Ertiga,3,13227,High Service Cost,2023-03-29
3064,3062,City,3,8681,Engine Noise,2022-03-20
3065,1894,Creta,2,12607,No Issue,2022-01-08
3066,1853,Creta,3,11421,Scratches,2023-07-21
3067,1339,Baleno,1,10548,No Issue,2023-07-03
3068,3410,City,3,4378,Late Delivery,2023-12-13
3069,1179,Harrier,1,5351,Scratches,2022-09-27
3070,1588,City,1,2884,Scratches,2023-03-08
3071,3262,Baleno,3,8585,Engine Noise,2023-08-24
3072,3045,Harrier,2,14788,Late Delivery,2022-08-14
3073,2758,Creta,4,11950,Late Delivery,2022-12-01
3074,4225,Swift,2,13112,Late Delivery,2022-05-02
3075,4116,XUV700,5,11649,No Issue,2023-04-21
3076,3399,XUV700,5,8343,No Issue,2024-02-25
3077,3068,City,1,2550,Scratches,2022-08-25
3078,2616,Swift,1,10391,Engine Noise,2024-02-18
3079,4036,i20,2,11582,No Issue,2023-01-17
3080,1564,Seltos,2,5742,AC Problem,2023-01-24
3081,1668,Alto,1,14626,AC Problem,2023-11-25
3082,3991,XUV700,4,3443,No Issue,2023-04-06
3083,1368,XUV700,4,6774,Engine Noise,2022-04-20
3084,3706,Harrier,5,10468,Late Delivery,2022-08-02
3085,1693,Alto,4,2053,Scratches,2023-04-08
3086,2101,i20,3,2163,No Issue,2023-08-08
3087,4966,XUV700,1,8798,Engine Noise,2023-05-30
3088,4070,Alto,2,12315,Engine Noise,2022-01-02
3089,2142,Creta,1,4789,Late Delivery,2022-07-29
3090,1358,Ertiga,3,6517,High Service Cost,2024-04-03
3091,4926,Ertiga,4,14864,High Service Cost,2022-02-27
3092,2640,City,1,11445,High Service Cost,2023-04-29
3093,2537,Swift,3,11521,High Service Cost,2024-08-05
3094,2650,Harrier,4,11177,No Issue,2023-04-30
3095,1502,Seltos,5,13380,AC Problem,2022-03-12
3096,3079,i20,5,7359,AC Problem,2023-10-18
3097,3405,Harrier,5,7652,Engine Noise,2023-06-26
3098,1061,XUV700,3,3080,AC Problem,2024-02-25
3099,2120,Alto,3,10850,AC Problem,2024-09-22
3100,4449,Alto,2,7148,Scratches,2023-04-21
3101,2670,i20,2,4265,AC Problem,2023-07-26
3102,2519,Harrier,5,6641,AC Problem,2024-01-17
3103,2633,Alto,1,12226,AC Problem,2023-08-15
3104,1451,Alto,4,2848,No Issue,2023-10-11
3105,4286,Seltos,2,10657,High Service Cost,2023-04-11
3106,4155,Swift,4,6661,Scratches,2022-08-13
3107,3453,Harrier,1,9711,Scratches,2022-08-30
3108,4053,Harrier,5,6599,AC Problem,2024-08-26
3109,2692,i20,4,7661,AC Problem,2023-07-12
3110,4178,City,5,11566,High Service Cost,2023-11-15
3111,4560,Baleno,4,8111,Scratches,2023-05-07
3112,1356,Baleno,1,14828,No Issue,2023-03-29
3113,3178,i20,2,7515,Late Delivery,2023-06-19
3114,2045,Ertiga,3,11998,No Issue,2023-05-14
3115,1595,Alto,5,12318,No Issue,2024-03-12
3116,2624,Harrier,2,10610,Late Delivery,2024-01-12
3117,3273,Baleno,4,3459,High Service Cost,2023-12-10
3118,2129,i20,2,6532,High Service Cost,2022-07-12
3119,2972,i20,3,8029,Late Delivery,2022-06-03
3120,4932,City,5,8289,AC Problem,2023-04-11
3121,4000,i20,5,4213,No Issue,2023-07-21
3122,3441,i20,2,2597,Engine Noise,2024-02-06
3123,1870,Seltos,1,11381,Scratches,2022-03-20
3124,3030,Alto,4,14098,Scratches,2022-01-11
3125,4172,Seltos,2,14237,Scratches,2023-07-24
3126,2831,i20,1,7528,Engine Noise,2024-10-01
3127,4953,Ertiga,5,10637,No Issue,2022-08-27
3128,4219,Alto,4,6749,High Service Cost,2024-03-20
3129,4964,Alto,5,2046,AC Problem,2024-04-28
3130,4301,Creta,3,14120,Late Delivery,2022-07-16
3131,3134,Harrier,1,11704,Scratches,2022-06-10
3132,3570,Alto,3,9890,AC Problem,2023-05-14
3133,4719,Baleno,3,3286,Engine Noise,2022-06-21
3134,1092,Ertiga,3,4701,AC Problem,2024-05-06
3135,1803,Alto,1,12140,Late Delivery,2022-08-14
3136,3200,Harrier,4,2942,No Issue,2024-09-01
3137,4494,Harrier,5,12893,Engine Noise,2022-02-01
3138,1353,City,4,4290,AC Problem,2022-10-22
3139,1878,XUV700,4,13917,Engine Noise,2023-12-27
3140,1607,Seltos,4,2903,Late Delivery,2023-08-09
3141,4645,Harrier,5,7452,Late Delivery,2023-08-07
3142,2896,Creta,5,4659,Scratches,2024-01-03
3143,1982,Ertiga,1,3131,No Issue,2022-11-30
3144,3964,XUV700,2,4368,Late Delivery,2024-07-14
3145,3962,City,5,8948,Scratches,2024-01-07
3146,3456,Ertiga,5,14761,AC Problem,2022-12-28
3147,2110,Baleno,2,12947,Scratches,2024-07-18
3148,3258,Seltos,5,5544,Late Delivery,2024-07-23
3149,4972,Swift,4,10658,Engine Noise,2023-05-05
3150,1382,XUV700,5,6057,AC Problem,2022-05-13
3151,2618,Seltos,1,6850,Engine Noise,2024-05-22
3152,4810,Seltos,5,6034,Engine Noise,2022-10-26
3153,2547,Harrier,2,3135,Scratches,2023-07-13
3154,3918,i20,4,11670,Engine Noise,2022-07-13
3155,4224,Creta,2,6383,No Issue,2023-02-02
3156,2028,XUV700,5,7572,Engine Noise,2023-03-12
3157,2099,Baleno,5,10532,AC Problem,2023-08-27
3158,3458,Swift,1,2659,AC Problem,2023-01-23
3159,3051,Baleno,4,2185,Engine Noise,2023-10-05
3160,4443,Ertiga,5,4076,Scratches,2022-12-01
3161,2106,Alto,1,3431,AC Problem,2023-01-03
3162,1940,Alto,1,2746,High Service Cost,2023-07-16
3163,1430,i20,2,5834,No Issue,2024-09-05
3164,4543,Creta,4,10724,Scratches,2024-01-08
3165,4433,Swift,3,9056,No Issue,2023-05-24
3166,3459,XUV700,1,9259,No Issue,2023-11-27
3167,3016,Harrier,3,4975,Engine Noise,2023-06-12
3168,3082,XUV700,2,8315,No Issue,2022-04-10
3169,2265,Ertiga,1,6209,Engine Noise,2022-10-05
3170,4727,Baleno,4,11313,No Issue,2023-03-04
3171,1907,Alto,3,9422,AC Problem,2022-11-25
3172,3127,Baleno,4,5093,High Service Cost,2024-10-20
3173,3122,XUV700,3,11336,No Issue,2024-02-03
3174,3858,Seltos,2,10402,Late Delivery,2023-11-23
3175,1283,Seltos,1,5773,Engine Noise,2022-02-02
3176,1726,City,1,4863,High Service Cost,2022-04-30
3177,2781,XUV700,2,9815,Engine Noise,2023-01-21
3178,4309,Harrier,5,4433,High Service Cost,2022-01-14
3179,1336,Swift,3,9451,Engine Noise,2023-09-05
3180,4602,Harrier,3,3923,Late Delivery,2024-01-07
3181,2994,City,5,13316,AC Problem,2022-11-17
3182,2987,Creta,2,12083,Late Delivery,2022-03-27
3183,1585,Alto,4,2640,High Service Cost,2023-06-26
3184,2914,XUV700,4,11806,Scratches,2022-03-21
3185,1566,i20,2,3484,Engine Noise,2023-01-29
3186,3130,XUV700,4,7854,Scratches,2023-10-29
3187,2699,Alto,2,5792,No Issue,2024-05-27
3188,3365,City,3,3925,Late Delivery,2022-07-30
3189,1874,Ertiga,3,12071,Engine Noise,2023-02-07
3190,3726,i20,5,13190,Late Delivery,2022-09-24
3191,2651,Ertiga,2,3331,No Issue,2023-09-30
3192,2320,Seltos,4,7452,AC Problem,2022-02-01
3193,3747,Baleno,2,12452,High Service Cost,2024-10-17
3194,2790,XUV700,1,8333,Engine Noise,2023-04-13
3195,2365,Alto,5,9157,Engine Noise,2022-10-19
3196,3881,Baleno,1,14471,Engine Noise,2023-08-23
3197,1954,i20,5,4140,High Service Cost,2022-06-20
3198,2888,Creta,5,9575,Late Delivery,2023-01-03
3199,2447,Swift,5,3643,High Service Cost,2022-11-04
3200,4034,i20,1,8859,AC Problem,2022-03-09
3201,3066,XUV700,5,7097,Late Delivery,2022-06-25
3202,2846,Swift,2,7902,AC Problem,2024-06-01
3203,4951,Creta,2,10190,Engine Noise,2024-07-08
3204,3861,i20,1,12484,High Service Cost,2024-06-10
3205,3051,City,3,5710,AC Problem,2022-04-22
3206,3514,Creta,3,11987,No Issue,2022-12-21
3207,3237,Harrier,1,11869,High Service Cost,2022-07-10
3208,2304,i20,5,4752,Late Delivery,2022-09-19
3209,1062,Ertiga,5,11595,Engine Noise,2023-09-08
3210,2013,i20,5,8193,Late Delivery,2023-11-19
3211,3037,Harrier,1,10430,Scratches,2024-07-13
3212,2989,Baleno,5,9402,Engine Noise,2022-04-30
3213,2902,City,2,2318,No Issue,2024-07-25
3214,2804,Seltos,5,10753,No Issue,2023-01-19
3215,4325,Alto,1,7212,Scratches,2022-11-25
3216,4698,Baleno,5,12999,Late Delivery,2024-05-21
3217,2877,City,2,12569,No Issue,2024-02-04
3218,2795,City,1,5413,Late Delivery,2024-02-12
3219,2025,City,3,8385,Engine Noise,2022-03-26
3220,3114,Harrier,1,14896,High Service Cost,2022-01-17
3221,1877,Seltos,4,14230,Engine Noise,2023-01-19
3222,4357,Ertiga,3,4659,Late Delivery,2022-03-23
3223,1131,XUV700,3,3507,AC Problem,2024-03-06
3224,2071,City,1,9089,Scratches,2022-04-16
3225,4626,Ertiga,4,6961,AC Problem,2024-06-07
3226,3652,XUV700,3,4020,Engine Noise,2022-05-27
3227,3988,Alto,5,2154,No Issue,2024-10-28
3228,1992,Ertiga,4,10733,Engine Noise,2022-10-01
3229,2676,Alto,4,14447,Engine Noise,2023-05-26
3230,2070,XUV700,1,9378,Engine Noise,2024-01-05
3231,4302,Seltos,1,9892,Scratches,2022-02-07
3232,2759,Alto,1,3604,Late Delivery,2023-07-25
3233,3331,Seltos,4,11876,Scratches,2023-10-22
3234,3596,Baleno,2,4536,No Issue,2022-03-23
3235,4099,Seltos,1,11471,Late Delivery,2024-05-30
3236,2434,Alto,2,14343,No Issue,2024-04-28
3237,4544,i20,3,4899,Late Delivery,2024-02-26
3238,4741,Seltos,5,7861,Late Delivery,2024-02-04
3239,3949,City,5,7278,AC Problem,2022-10-10
3240,2245,Seltos,2,2868,Engine Noise,2022-09-09
3241,2399,i20,4,5013,Engine Noise,2024-10-02
3242,2032,Harrier,5,13358,Scratches,2023-12-09
3243,1901,Harrier,2,5310,Late Delivery,2024-07-08
3244,4484,Seltos,1,2682,No Issue,2024-05-04
3245,2494,Alto,2,12455,Engine Noise,2022-02-05
3246,4141,Creta,3,3461,AC Problem,2024-08-17
3247,1341,Alto,2,5829,No Issue,2024-06-20
3248,1065,City,1,2145,AC Problem,2023-05-27
3249,1606,Alto,2,3974,Engine Noise,2024-01-28
3250,4764,Seltos,1,7627,Late Delivery,2022-10-05
3251,4141,i20,1,3820,No Issue,2022-11-27
3252,3793,Alto,3,8267,Scratches,2022-12-26
3253,4332,XUV700,3,9868,Scratches,2024-05-20
3254,3579,Baleno,5,8962,Scratches,2022-04-12
3255,2419,i20,1,8475,Engine Noise,2023-01-12
3256,2381,Baleno,1,10796,Engine Noise,2023-08-12
3257,1357,i20,1,8332,Scratches,2024-02-13
3258,2415,Seltos,5,3606,No Issue,2024-04-01
3259,1375,Swift,4,6239,Engine Noise,2022-01-02
3260,2209,i20,3,13391,Scratches,2022-05-08
3261,2328,Creta,3,3547,Engine Noise,2024-07-31
3262,3111,Harrier,1,8973,High Service Cost,2022-12-18
3263,1177,Creta,5,4772,No Issue,2022-02-11
3264,1234,City,1,3987,Late Delivery,2022-09-16
3265,3912,Seltos,3,11577,No Issue,2022-02-06
3266,1761,Ertiga,5,13835,Late Delivery,2022-01-22
3267,4878,Harrier,2,4896,Scratches,2022-12-25
3268,3087,Seltos,3,12011,Engine Noise,2024-04-09
3269,2310,Baleno,2,8975,Scratches,2022-11-02
3270,2282,Alto,4,12846,AC Problem,2022-01-14
3271,4538,XUV700,2,10174,Late Delivery,2022-02-17
3272,2263,Baleno,5,12311,High Service Cost,2024-03-26
3273,4574,Ertiga,2,14909,Late Delivery,2022-06-09
3274,2607,Alto,4,11137,Engine Noise,2022-07-04
3275,4613,i20,3,11497,High Service Cost,2023-04-12
3276,1350,Harrier,4,12093,Engine Noise,2024-02-22
3277,1540,Ertiga,5,8582,High Service Cost,2023-09-23
3278,4013,Harrier,2,13887,Engine Noise,2024-01-05
3279,4383,Seltos,2,10350,Late Delivery,2023-07-12
3280,4009,Alto,5,13986,Late Delivery,2022-11-23
3281,2622,Creta,1,8013,Late Delivery,2022-03-07
3282,4179,Swift,5,13514,Late Delivery,2022-11-09
3283,3878,Creta,5,3350,High Service Cost,2022-10-17
3284,1029,Swift,4,14912,No Issue,2022-08-15
3285,1308,Alto,4,9684,No Issue,2024-08-18
3286,2509,Harrier,5,9057,Scratches,2022-06-24
3287,3093,Ertiga,3,14625,No Issue,2024-04-26
3288,4430,Seltos,2,11846,Scratches,2024-02-01
3289,1136,City,5,9985,Late Delivery,2022-09-27
3290,1774,City,1,7875,Engine Noise,2022-07-01
3291,2598,Swift,2,9280,No Issue,2024-06-24
3292,2454,Harrier,3,5030,No Issue,2024-04-14
3293,3603,Creta,5,2675,Late Delivery,2022-12-06
3294,4322,Swift,3,2368,Late Delivery,2024-06-14
3295,3480,Seltos,2,8770,No Issue,2024-06-05
3296,1846,Ertiga,1,13367,Late Delivery,2024-05-08
3297,1206,i20,2,11395,No Issue,2024-01-23
3298,3004,i20,2,5360,Engine Noise,2024-10-31
3299,3493,Harrier,5,3471,AC Problem,2024-06-17
3300,4130,Swift,2,7351,Engine Noise,2024-09-10
3301,2229,Alto,5,3348,Scratches,2022-06-16
3302,3378,Seltos,5,13615,No Issue,2024-10-30
3303,1595,Seltos,3,5016,AC Problem,2023-07-17
3304,3572,Harrier,1,2669,Engine Noise,2022-11-24
3305,3796,Baleno,5,7727,AC Problem,2024-03-31
3306,4229,Alto,4,3254,Engine Noise,2023-02-03
3307,2127,Harrier,3,14611,High Service Cost,2023-03-13
3308,3406,Creta,5,4008,AC Problem,2024-03-20
3309,1851,Baleno,5,2826,Engine Noise,2024-03-07
3310,4436,Swift,3,4311,Scratches,2024-01-01
3311,1554,Alto,2,10641,Engine Noise,2024-03-08
3312,2202,Alto,5,10740,Late Delivery,2023-09-27
3313,3405,Seltos,1,3634,High Service Cost,2023-06-10
3314,2287,XUV700,5,9908,No Issue,2023-05-04
3315,1754,Baleno,3,5669,Scratches,2023-05-20
3316,1548,Seltos,4,12304,AC Problem,2024-01-20
3317,4945,Alto,3,11830,AC Problem,2024-05-23
3318,2376,Ertiga,3,6719,Engine Noise,2023-07-10
3319,4929,Creta,1,6448,No Issue,2023-02-13
3320,2387,Swift,2,3007,Engine Noise,2022-08-27
3321,2273,Seltos,1,14423,High Service Cost,2022-11-13
3322,2143,City,1,13577,No Issue,2024-02-09
3323,4263,i20,5,3010,Late Delivery,2024-09-03
3324,1806,Harrier,4,12965,AC Problem,2022-03-20
3325,2927,Seltos,3,9664,Late Delivery,2023-04-20
3326,4133,Seltos,1,4800,AC Problem,2022-11-26
3327,2233,i20,1,10501,No Issue,2023-05-25
3328,4878,Swift,2,9727,Late Delivery,2024-02-16
3329,4981,Alto,2,9528,Scratches,2024-07-08
3330,3099,Creta,4,10347,AC Problem,2024-08-18
3331,2745,XUV700,3,11828,High Service Cost,2022-06-15
3332,1312,Alto,1,7057,Scratches,2024-06-19
3333,4988,Harrier,5,6461,No Issue,2022-08-25
3334,2302,XUV700,2,5152,Scratches,2023-04-16
3335,1387,XUV700,1,9807,AC Problem,2022-05-15
3336,2225,Baleno,5,9838,High Service Cost,2024-08-04
3337,3186,Baleno,1,5130,High Service Cost,2022-06-09
3338,2875,City,4,11452,AC Problem,2023-09-11
3339,3066,Alto,4,14625,No Issue,2024-04-21
3340,3368,Creta,5,6567,AC Problem,2024-01-25
3341,1094,City,2,7534,Scratches,2024-01-25
3342,1129,Swift,4,14576,AC Problem,2023-07-09
3343,4176,XUV700,2,6469,High Service Cost,2023-02-19
3344,3992,i20,5,5380,No Issue,2024-04-19
3345,4268,Creta,5,3630,AC Problem,2023-10-18
3346,2953,XUV700,1,11337,High Service Cost,2024-02-16
3347,3307,Swift,5,12586,AC Problem,2024-09-05
3348,1986,Creta,1,8776,Engine Noise,2023-07-05
3349,4110,Ertiga,2,2035,Engine Noise,2022-10-27
3350,4572,i20,1,2724,High Service Cost,2023-08-11
3351,1816,Swift,2,11668,No Issue,2024-08-26
3352,4202,Ertiga,4,4506,Engine Noise,2022-02-17
3353,3201,Harrier,2,5297,High Service Cost,2022-07-24
3354,3600,Swift,3,2890,AC Problem,2023-09-03
3355,4392,Swift,1,13041,Late Delivery,2023-02-26
3356,3169,Alto,4,3400,AC Problem,2024-08-31
3357,2779,Seltos,2,9919,Scratches,2022-11-16
3358,1756,XUV700,5,11218,High Service Cost,2024-08-05
3359,2167,Baleno,1,6101,Engine Noise,2022-03-31
3360,4257,i20,2,9571,High Service Cost,2023-07-04
3361,3594,XUV700,4,4660,AC Problem,2022-04-21
3362,2234,Swift,5,14596,No Issue,2023-11-15
3363,3447,Creta,1,12598,Engine Noise,2024-10-28
3364,4104,Swift,4,7958,No Issue,2022-01-23
3365,4230,Harrier,5,13197,No Issue,2023-07-25
3366,1405,Swift,3,5749,AC Problem,2023-03-17
3367,2852,Ertiga,5,10867,No Issue,2024-10-08
3368,3411,XUV700,1,13041,High Service Cost,2023-11-18
3369,4027,Creta,3,10709,Engine Noise,2023-04-07
3370,4775,Seltos,2,6479,No Issue,2023-09-21
3371,2989,Ertiga,3,9105,Late Delivery,2024-01-22
3372,1162,City,3,14177,Scratches,2023-10-28
3373,3811,i20,3,8633,High Service Cost,2022-11-04
3374,1550,Alto,5,12778,Late Delivery,2023-02-25
3375,1130,Alto,3,8694,Engine Noise,2022-10-30
3376,4167,Swift,3,7394,Scratches,2023-12-13
3377,3700,Swift,2,6703,No Issue,2023-06-10
3378,4055,Creta,3,10353,Late Delivery,2022-02-16
3379,3317,Baleno,5,2600,Late Delivery,2024-01-30
3380,2704,City,4,11751,No Issue,2023-08-29
3381,3951,Swift,4,10856,AC Problem,2023-05-14
3382,4438,Alto,5,6957,AC Problem,2022-04-16
3383,1786,Creta,5,13973,No Issue,2024-01-10
3384,3412,Harrier,3,8173,Late Delivery,2024-06-25
3385,2933,XUV700,5,12231,Engine Noise,2024-02-09
3386,4505,City,3,6576,High Service Cost,2022-06-07
3387,3658,i20,1,13982,Engine Noise,2023-01-06
3388,4132,Alto,2,6316,Engine Noise,2024-03-02
3389,3979,City,2,9733,High Service Cost,2022-09-02
3390,2346,Alto,2,8263,Engine Noise,2022-04-27
3391,4800,Swift,1,11964,Scratches,2022-03-11
3392,3636,i20,2,14797,No Issue,2024-05-27
3393,3255,i20,3,8012,Late Delivery,2022-05-15
3394,3395,Creta,4,9940,High Service Cost,2024-01-07
3395,1044,Seltos,2,8657,Engine Noise,2024-06-08
3396,1346,Seltos,2,3390,Late Delivery,2022-05-18
3397,1713,i20,3,9247,AC Problem,2023-12-14
3398,4793,XUV700,3,9526,Scratches,2022-08-28
3399,4911,Ertiga,2,6286,Engine Noise,2023-06-21
3400,1646,Ertiga,5,11909,Engine Noise,2022-08-05
3401,3416,Alto,1,3957,Engine Noise,2024-05-30
3402,3581,XUV700,4,11851,Scratches,2023-05-22
3403,1357,XUV700,4,5088,No Issue,2023-02-22
3404,3542,City,1,12270,Late Delivery,2023-01-22
3405,1904,Seltos,2,13136,Engine Noise,2024-07-11
3406,1059,Seltos,2,7189,AC Problem,2023-08-18
3407,3345,Creta,2,3827,Engine Noise,2024-04-19
3408,3106,Alto,2,12631,Scratches,2022-02-05
3409,4495,XUV700,2,11308,Scratches,2024-04-08
3410,1230,XUV700,4,4005,Late Delivery,2023-12-12
3411,3844,Ertiga,2,3161,Late Delivery,2023-11-13
3412,4766,Swift,3,14311,AC Problem,2022-09-05
3413,1447,Seltos,5,8590,Engine Noise,2022-11-17
3414,3660,i20,2,2167,AC Problem,2023-12-24
3415,4697,Alto,3,12192,AC Problem,2024-02-21
3416,3415,Seltos,4,10480,AC Problem,2023-09-19
3417,1553,Creta,3,3037,Engine Noise,2022-11-19
3418,2052,Baleno,1,12677,Engine Noise,2024-07-18
3419,4035,Ertiga,1,8198,Engine Noise,2024-06-22
3420,3324,City,3,13556,Engine Noise,2022-03-02
3421,3656,Creta,2,6823,AC Problem,2024-07-23
3422,3750,Seltos,2,9528,Scratches,2024-10-18
3423,2402,Swift,2,12323,No Issue,2024-07-07
3424,1830,Swift,3,14656,Late Delivery,2022-11-24
3425,1037,City,1,5973,Scratches,2024-06-13
3426,2230,Ertiga,1,11376,High Service Cost,2022-06-17
3427,2729,Seltos,4,12545,High Service Cost,2022-12-24
3428,4723,City,1,11674,High Service Cost,2024-05-17
3429,1288,Seltos,1,13859,Late Delivery,2023-11-14
3430,4022,i20,5,14997,Engine Noise,2022-03-25
3431,2516,Baleno,1,2199,High Service Cost,2022-09-05
3432,4840,i20,3,10526,High Service Cost,2024-04-05
3433,2248,Harrier,2,5413,No Issue,2024-10-18
3434,3499,Swift,3,2178,Scratches,2024-07-20
3435,3075,XUV700,2,10641,AC Problem,2024-08-26
3436,1701,i20,2,3724,Late Delivery,2023-04-26
3437,3804,Ertiga,4,3179,Late Delivery,2023-10-08
3438,3381,Seltos,1,6835,No Issue,2022-07-12
3439,2396,Baleno,4,2867,High Service Cost,2023-03-14
3440,2850,Ertiga,2,2977,AC Problem,2023-05-15
3441,3608,XUV700,5,5640,AC Problem,2022-06-01
3442,4372,Baleno,5,10857,No Issue,2023-10-31
3443,1203,XUV700,4,12264,Engine Noise,2022-09-26
3444,3426,XUV700,4,12715,High Service Cost,2023-07-29
3445,3949,Alto,1,2782,AC Problem,2022-06-06
3446,2138,Harrier,4,6297,Late Delivery,2022-07-06
3447,2043,Harrier,4,10038,AC Problem,2022-11-13
3448,2007,Seltos,3,14897,Scratches,2023-08-23
3449,2620,i20,4,8732,No Issue,2024-09-13
3450,3959,City,4,11679,AC Problem,2022-03-25
3451,3443,i20,3,14724,AC Problem,2022-07-15
3452,4836,i20,2,5550,AC Problem,2023-01-13
3453,4123,Ertiga,2,10000,No Issue,2022-04-28
3454,4731,Baleno,3,9536,Late Delivery,2022-01-26
3455,4257,City,1,5450,AC Problem,2022-08-27
3456,4756,XUV700,4,12350,AC Problem,2023-01-17
3457,1352,XUV700,1,10314,High Service Cost,2024-03-03
3458,2137,Swift,5,8197,High Service Cost,2023-10-26
3459,3561,Baleno,1,7590,High Service Cost,2023-05-17
3460,1545,Seltos,4,9373,AC Problem,2023-09-12
3461,1281,Alto,2,8310,AC Problem,2024-02-15
3462,1672,Alto,4,7085,AC Problem,2022-08-05
3463,4241,i20,4,12674,Scratches,2024-09-21
3464,3653,Harrier,4,14265,Scratches,2022-01-24
3465,1759,Swift,1,2959,High Service Cost,2024-09-26
3466,2344,Harrier,2,7130,Scratches,2023-01-08
3467,3413,i20,2,11598,No Issue,2023-09-06
3468,1519,Alto,1,13737,AC Problem,2022-11-26
3469,4904,i20,1,6604,High Service Cost,2024-07-24
3470,1109,XUV700,1,10755,Scratches,2023-02-21
3471,3953,i20,5,2724,AC Problem,2023-02-27
3472,4615,Alto,5,9221,AC Problem,2023-08-29
3473,4634,i20,4,10438,No Issue,2023-12-01
3474,1952,Ertiga,5,4628,No Issue,2022-04-23
3475,1679,Swift,1,8283,Scratches,2023-06-26
3476,2601,Creta,1,10596,High Service Cost,2024-07-29
3477,4614,Creta,1,12745,High Service Cost,2022-01-18
3478,1958,Ertiga,2,3247,Scratches,2022-06-11
3479,3371,Creta,2,4394,Scratches,2022-06-08
3480,2975,i20,5,6958,Engine Noise,2024-10-30
3481,3059,Ertiga,3,8517,No Issue,2024-05-22
3482,2822,City,3,3227,High Service Cost,2023-07-19
3483,3024,Alto,1,10824,Late Delivery,2023-11-30
3484,4094,City,2,8435,No Issue,2023-03-22
3485,2184,Ertiga,4,8420,AC Problem,2024-06-08
3486,3311,Ertiga,5,13572,High Service Cost,2023-01-26
3487,4773,i20,2,14541,AC Problem,2022-05-19
3488,1379,XUV700,1,8142,Engine Noise,2024-06-02
3489,4824,Ertiga,1,10850,No Issue,2024-02-01
3490,3127,Ertiga,3,12242,No Issue,2022-05-05
3491,2294,XUV700,1,9504,AC Problem,2022-08-07
3492,3472,Seltos,1,13613,High Service Cost,2022-10-08
3493,1615,XUV700,4,3123,Late Delivery,2023-03-16
3494,1435,Baleno,5,14744,Scratches,2022-04-12
3495,1921,Creta,4,8300,Late Delivery,2023-04-16
3496,4149,Ertiga,3,11075,AC Problem,2023-03-10
3497,2547,City,2,10888,Engine Noise,2022-01-11
3498,1794,Seltos,3,14616,No Issue,2022-05-12
3499,2134,Baleno,1,10906,AC Problem,2023-04-29
3500,4038,Creta,5,8290,AC Problem,2023-02-19
3501,1451,Harrier,1,5989,High Service Cost,2024-04-01
3502,4485,Ertiga,5,2241,No Issue,2023-07-22
3503,1259,Harrier,5,6274,Scratches,2024-05-11
3504,3869,XUV700,5,4227,Late Delivery,2022-12-21
3505,4422,Creta,2,9024,Late Delivery,2022-09-18
3506,3755,Harrier,3,13197,Engine Noise,2023-08-15
3507,3899,Swift,2,11531,High Service Cost,2024-10-07
3508,2207,i20,2,11935,Scratches,2023-08-03
3509,3705,Creta,2,8352,AC Problem,2024-10-24
3510,3222,Baleno,4,9655,Scratches,2022-12-07
3511,1711,Seltos,4,9414,High Service Cost,2024-08-27
3512,2723,Ertiga,4,12870,Engine Noise,2022-04-05
3513,4689,i20,2,11652,AC Problem,2022-01-16
3514,2978,Ertiga,1,8686,Scratches,2022-11-22
3515,2409,XUV700,4,14636,Engine Noise,2024-05-24
3516,4960,Alto,4,14806,High Service Cost,2023-11-02
3517,3632,XUV700,2,10578,High Service Cost,2022-04-04
3518,4343,Baleno,3,7400,High Service Cost,2024-09-23
3519,4797,XUV700,1,3441,Scratches,2022-12-02
3520,3233,Swift,5,10992,High Service Cost,2024-03-22
3521,3699,Creta,5,2606,Scratches,2022-06-13
3522,2924,Harrier,1,14631,Engine Noise,2024-06-12
3523,1166,Seltos,2,12109,No Issue,2023-02-16
3524,3190,Harrier,3,5109,Engine Noise,2023-01-03
3525,1492,Swift,3,2365,Scratches,2022-11-15
3526,3119,Harrier,5,14668,Late Delivery,2023-05-04
3527,4415,Creta,3,9343,Late Delivery,2023-07-04
